Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
246,Matas Buzelis,20,CHI,SF,80,31,18.9,3.2,6.9,0.454,1.2,3.3,0.361,2,3.6,0.54,0.541,1.1,1.4,0.815,0.7,2.8,3.5,1,0.4,0.9,0.9,1.6,8.6,ROY-7,buzelma01
247,Jaime Jaquez Jr.,23,MIA,SF,66,17,20.7,3.2,7,0.461,0.6,1.8,0.311,2.7,5.2,0.513,0.501,1.6,2.2,0.754,1.3,3.1,4.4,2.5,0.9,0.2,1.5,1.2,8.6,NA,jaqueja01
248,Ja'Kobe Walter,20,TOR,SG,52,18,21.2,3.1,7.6,0.405,1.3,3.6,0.349,1.8,4,0.454,0.487,1.3,1.6,0.795,1.1,1.9,3.1,1.6,0.8,0.2,1,1.8,8.6,NA,walteja01
249,Sam Hauser,27,BOS,PF,71,19,21.7,3,6.7,0.451,2.3,5.6,0.416,0.7,1.1,0.64,0.627,0.2,0.2,1,0.6,2.5,3.2,0.9,0.6,0.2,0.3,1.2,8.5,NA,hausesa01
250,Larry Nance Jr.,32,ATL,PF,24,3,19.3,3.3,6.5,0.516,1.4,3.2,0.447,1.9,3.3,0.582,0.626,0.4,0.5,0.692,1,3.3,4.3,1.6,0.8,0.5,0.7,1.5,8.5,NA,nancela02
251,Jared Rhoden,25,2TM,SG,14,2,16.2,3,6.2,0.483,0.9,2.8,0.308,2.1,3.4,0.625,0.552,1.6,1.8,0.88,1,2,3,1.1,0.7,0.1,0.6,1.4,8.4,NA,rhodeja01
252,Jaylen Nowell,25,NOP,SG,8,0,21,3.3,9.1,0.356,1,3.4,0.296,2.3,5.8,0.391,0.411,0.9,1.4,0.636,0.8,1.8,2.5,2.3,0.1,0.5,1,1.1,8.4,NA,nowelja01
253,Cason Wallace,21,OKC,SG,68,43,27.6,3.4,7.2,0.474,1.1,3.1,0.356,2.3,4.1,0.562,0.55,0.4,0.5,0.811,1,2.3,3.4,2.5,1.8,0.5,0.9,2.1,8.4,NA,wallaca01
254,Bruce Brown,28,2TM,PG,41,12,22.5,3.2,7.5,0.421,0.7,2,0.333,2.5,5.6,0.452,0.464,1.3,1.6,0.815,1,3,4,2,0.8,0.2,1,1.7,8.3,NA,brownbr01
255,Dalano Banton,25,POR,PG,67,7,16.7,3,7.6,0.391,1.1,3.3,0.324,1.9,4.3,0.442,0.462,1.4,1.9,0.728,0.4,1.6,2,2.4,0.6,0.5,1.3,0.9,8.3,NA,bantoda01
256,Brandon Clarke,28,MEM,PF,64,18,18.9,3.7,5.9,0.621,0,0.3,0.059,3.7,5.7,0.647,0.622,1,1.4,0.701,2,3.1,5.1,1,0.8,0.6,0.6,2.3,8.3,NA,clarkbr01
257,Keon Ellis,25,SAC,SG,80,28,24.4,2.8,5.8,0.489,1.7,4,0.433,1.1,1.8,0.615,0.639,0.9,1.1,0.849,0.8,1.9,2.7,1.5,1.5,0.8,0.9,2.2,8.3,NA,elliske01
258,Brandon Williams,25,DAL,PG,33,3,14.8,3,5.7,0.521,0.7,1.8,0.4,2.2,3.9,0.578,0.585,1.7,2,0.833,0.4,1.4,1.8,2.3,0.7,0.2,1.2,1,8.3,NA,willibr03
259,Mike Conley,37,MIN,PG,71,64,24.7,2.6,6.6,0.4,1.8,4.4,0.41,0.8,2.2,0.38,0.535,1.1,1.3,0.9,0.5,2.1,2.6,4.5,1.1,0.2,1.1,1.6,8.2,NA,conlemi01
260,Taurean Prince,30,MIL,SF,80,73,27.1,2.9,6.4,0.457,1.8,4.2,0.439,1.1,2.2,0.492,0.6,0.5,0.6,0.813,0.4,3.2,3.6,1.9,1,0.2,1,2.1,8.2,NA,princta02
261,Jalen Smith,24,CHI,C,64,2,15,3,6.4,0.466,1.1,3.5,0.324,1.8,2.9,0.634,0.554,1.1,1.4,0.809,1.4,4.2,5.6,1,0.3,0.7,0.6,1.5,8.2,NA,smithja04
262,Quinten Post,24,GSW,PF,42,14,16.3,2.9,6.5,0.449,1.7,4.3,0.408,1.2,2.3,0.526,0.582,0.5,0.6,0.778,0.8,2.7,3.5,1.3,0.4,0.4,0.8,2,8.1,NA,postqu01
263,Peyton Watson,22,DEN,SF,68,18,24.4,3,6.3,0.477,0.7,2,0.353,2.3,4.3,0.534,0.533,1.4,2,0.693,0.7,2.7,3.4,1.4,0.7,1.4,0.8,1.8,8.1,NA,watsope01
264,Davion Mitchell,26,2TM,PG,74,37,27.4,3,6.4,0.468,1.1,2.9,0.398,1.9,3.6,0.525,0.557,0.8,1.1,0.69,0.5,1.8,2.3,4.9,1,0.2,1.7,2.5,7.9,NA,mitchda01
265,Caleb Martin,29,2TM,SF,45,24,27.1,2.9,6.8,0.424,0.8,2.3,0.359,2,4.5,0.458,0.485,1.4,2.2,0.622,1.2,2.8,3.9,2.1,1,0.5,1.2,1.9,7.9,NA,martica02
266,Tyson Etienne,25,BRK,PG,7,0,21.6,2.4,7.4,0.327,1.9,6.3,0.295,0.6,1.1,0.5,0.452,1.1,1.4,0.8,0.4,0.9,1.3,1.7,0.4,0.1,1.1,2.4,7.9,NA,etienty01
267,Day'Ron Sharpe,23,BRK,C,50,2,18.1,3.3,6.3,0.521,0.2,0.9,0.244,3.1,5.4,0.566,0.538,1.1,1.5,0.757,3,3.6,6.6,1.8,0.8,0.8,1.3,2.3,7.9,NA,sharpda01
268,KJ Simpson,22,CHO,PG,36,15,23.4,2.9,8.4,0.346,0.9,3.6,0.254,2,4.8,0.415,0.4,1.1,1.4,0.82,1.1,1.9,3,3.1,0.9,0.2,1.6,1.6,7.8,NA,simpskj01
269,Terance Mann,28,2TM,SG,67,13,21.1,3.1,6.2,0.496,0.9,2.4,0.368,2.2,3.7,0.58,0.569,0.7,1,0.691,1,2,3,1.8,0.7,0.2,0.7,1.9,7.7,NA,mannte01
270,Karlo Matković,23,NOP,PF,42,7,18.8,3.2,5.6,0.574,0.5,1.6,0.318,2.7,4,0.675,0.619,0.8,1,0.773,1.5,3.5,5,1.1,0.5,1,1,2.5,7.7,NA,matkoka01
271,AJ Johnson,20,2TM,SG,29,11,22,2.8,7.3,0.385,0.8,3.1,0.267,2,4.2,0.472,0.441,1.1,1.3,0.865,0.3,1.8,2,2.6,0.4,0.1,1.2,1.7,7.6,NA,johnsaj01
272,Lonzo Ball,27,CHI,PG,35,14,22.2,2.5,6.9,0.366,1.9,5.6,0.344,0.6,1.4,0.458,0.504,0.6,0.8,0.815,0.7,2.7,3.4,3.3,1.3,0.5,1.2,1.6,7.6,NA,balllo01
274,Garrison Mathews,28,ATL,SG,47,2,17.7,2.2,5.5,0.397,1.8,4.6,0.39,0.4,0.8,0.436,0.562,1.4,1.7,0.821,0.3,1.6,1.9,1.3,0.6,0.3,0.7,1.7,7.5,NA,mathega01
275,Matisse Thybulle,27,POR,SG,15,5,20.8,2.8,5.9,0.477,1.4,3.2,0.438,1.4,2.7,0.525,0.597,0.5,1,0.467,0.9,2.5,3.5,1.9,2.2,0.6,0.9,0.9,7.5,NA,thybuma01
276,A.J. Green,25,MIL,SG,73,7,22.7,2.5,5.8,0.429,2.1,5,0.427,0.4,0.8,0.443,0.612,0.3,0.4,0.815,0.2,2.1,2.4,1.5,0.5,0.1,0.5,2.2,7.4,NA,greenaj01
277,Josh Green,24,CHO,SG,68,67,27.8,2.6,6.2,0.428,1.4,3.6,0.391,1.2,2.5,0.48,0.543,0.7,1.1,0.681,0.8,1.7,2.5,1.6,1.1,0.2,1,2.4,7.4,NA,greenjo02
278,Richaun Holmes,31,WAS,PF,31,7,17.2,2.9,4.5,0.647,0,0.1,0,2.9,4.4,0.662,0.647,1.6,1.9,0.833,2,3.7,5.7,1.4,0.3,0.7,0.7,1.6,7.4,NA,holmeri01
279,Damion Baugh,24,CHO,SG,15,2,24.7,2.8,8.7,0.323,0.8,3.7,0.214,2,4.9,0.405,0.369,0.9,1,0.867,0.9,2.4,3.3,3.7,1,0.1,2.1,1.5,7.3,NA,baughda01
280,Alec Burks,33,MIA,SG,49,14,17.6,2.3,5.5,0.424,1.8,4.2,0.425,0.6,1.3,0.422,0.587,0.8,1,0.776,0.3,2.2,2.5,1.1,0.6,0.1,0.6,0.8,7.3,NA,burksal01
281,Ricky Council IV,23,PHI,SF,73,12,17.1,2.4,6.3,0.382,0.8,2.9,0.258,1.7,3.4,0.488,0.442,1.7,2.1,0.804,0.7,2.2,2.9,1.3,0.4,0.2,0.7,0.9,7.3,NA,councri01
282,Andre Drummond,31,PHI,C,40,23,18.8,2.9,5.9,0.5,0.1,0.5,0.15,2.9,5.4,0.533,0.506,1.4,2.3,0.622,2.7,5,7.8,0.9,1,0.5,1.4,2.4,7.3,NA,drumman01
283,Tre Jones,25,2TM,PG,46,9,19.7,2.8,5.2,0.538,0.4,1,0.396,2.4,4.1,0.574,0.578,1.2,1.5,0.821,0.7,1.8,2.5,4.2,0.8,0.2,0.8,1.2,7.2,NA,jonestr01
284,Goga Bitadze,25,ORL,C,70,42,20.4,3,4.8,0.611,0,0.4,0.107,2.9,4.4,0.656,0.615,1.2,1.9,0.639,2.4,4.2,6.6,2,0.7,1.4,1,2.1,7.2,NA,bitadgo01
285,Tristan Da Silva,23,ORL,SF,74,38,22,2.7,6.5,0.412,1.1,3.2,0.335,1.6,3.3,0.488,0.495,0.7,0.9,0.873,1,2.3,3.3,1.5,0.4,0.2,0.8,1.3,7.2,NA,dasiltr01
286,GG Jackson II,20,MEM,PF,29,3,15.8,2.6,6.9,0.372,1.1,3.3,0.337,1.4,3.6,0.404,0.452,1,1.4,0.725,0.9,2.2,3.2,1,0.4,0.2,1.1,1,7.2,NA,jacksgg01
287,Vit Krejci,24,ATL,PG,57,16,20.2,2.5,5.1,0.497,1.6,3.6,0.437,1,1.5,0.64,0.651,0.6,0.8,0.711,0.4,2.4,2.7,2.6,0.6,0.5,0.9,1.8,7.2,NA,krejcvi01
288,Sam Merrill,28,CLE,SG,71,4,19.7,2.4,6,0.406,1.9,5.2,0.372,0.5,0.8,0.625,0.567,0.4,0.4,0.966,0.5,1.7,2.2,1.5,0.7,0.2,0.5,1.7,7.2,NA,merrisa01
289,Daeqwon Plowden,26,ATL,SG,6,0,12,2.7,4.2,0.64,1.5,2.8,0.529,1.2,1.3,0.875,0.82,0.3,0.3,1,0.7,1.2,1.8,0.3,0,0,0.7,1.7,7.2,NA,plowdda01
290,Nae'Qwan Tomlin,24,CLE,PF,5,1,12.6,2.6,6.4,0.406,0.4,2,0.2,2.2,4.4,0.5,0.438,1.6,2.2,0.727,1.8,2.4,4.2,0.4,0,0.2,0.4,1.8,7.2,NA,tomlina01
291,Josh Okogie,26,2TM,SG,40,7,15.6,2.4,5.3,0.443,0.8,2.3,0.348,1.6,3,0.517,0.519,1.6,2.1,0.741,1.1,1.7,2.8,0.8,1.2,0.5,0.8,1.2,7.1,NA,okogijo01
292,Jalen Hood-Schifino,21,2TM,SG,15,0,21,2.5,6.5,0.378,0.9,3.1,0.304,1.5,3.5,0.442,0.449,1.2,1.4,0.857,0.2,1.6,1.8,2.5,0.3,0.5,1.2,1.7,7.1,NA,hoodsja01
293,Jamison Battle,23,TOR,SF,59,10,17.7,2.5,5.9,0.429,1.8,4.4,0.405,0.7,1.5,0.5,0.581,0.3,0.3,0.889,0.6,2.1,2.7,0.9,0.3,0.2,0.5,1.6,7.1,NA,battlja01
294,Alex Caruso,30,OKC,SG,54,3,19.3,2.6,5.8,0.446,1.1,3.1,0.353,1.5,2.7,0.556,0.541,0.8,0.9,0.824,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1,6MOY-8,carusal01
295,Jamal Shead,22,TOR,PG,75,11,19.6,2.7,6.7,0.405,1,3,0.323,1.8,3.7,0.47,0.476,0.7,0.9,0.768,0.4,1.1,1.5,4.2,0.8,0.1,1.6,2.1,7.1,NA,sheadja01
296,Jeff Dowtin Jr.,27,PHI,PG,41,3,15.1,2.7,5.6,0.487,0.7,1.7,0.4,2,3.9,0.525,0.548,0.8,1.1,0.733,0.3,1.2,1.5,1.9,0.6,0.3,0.4,0.7,7,NA,dowtije01
297,Marcus Garrett,26,CHO,SG,4,0,19.8,2.8,6.8,0.407,0.8,2,0.375,2,4.8,0.421,0.463,0.8,1,0.75,0.3,1.3,1.5,3.3,0.8,0.5,1.5,2.5,7,NA,garrema01
299,Jaylen Sims,26,CHO,SG,6,0,18.7,2,4.7,0.429,1,2.5,0.4,1,2.2,0.462,0.536,2,2.5,0.8,0.5,0.5,1,2,0.5,0.2,1.3,1.7,7,NA,simsja01
300,Orlando Robinson,24,2TM,C,44,8,17.5,2.6,5.9,0.444,0.4,1.2,0.327,2.3,4.8,0.474,0.477,1.2,1.6,0.771,2,3,5,1.8,0.4,0.4,1.1,2.3,6.9,NA,robinor01
301,Jake LaRavia,23,2TM,PF,66,0,20.4,2.4,5.1,0.475,0.9,2.2,0.423,1.5,3,0.513,0.564,1.2,1.7,0.678,1.4,2.6,3.9,2.4,0.9,0.3,1.3,2,6.9,NA,laravja01
302,Ryan Dunn,22,PHO,SF,74,44,19.1,2.8,6.4,0.43,1.1,3.6,0.311,1.7,2.9,0.577,0.516,0.3,0.5,0.487,1.2,2.4,3.6,0.8,0.6,0.5,0.5,2.2,6.9,NA,dunnry01
303,Jay Huff,26,MEM,C,64,2,11.7,2.5,4.8,0.515,1.3,3.1,0.405,1.2,1.6,0.724,0.648,0.7,0.9,0.786,0.5,1.5,2,0.6,0.3,0.9,0.5,1.2,6.9,NA,huffja01
304,Cameron Payne,30,NYK,PG,72,5,15.1,2.5,6.2,0.401,1.3,3.6,0.363,1.2,2.6,0.453,0.506,0.7,0.8,0.907,0.2,1.3,1.4,2.8,0.5,0.2,0.7,1.5,6.9,NA,payneca01
305,Antonio Reeves,24,NOP,SG,44,6,15,2.6,5.6,0.456,1.2,2.9,0.395,1.4,2.7,0.521,0.558,0.6,0.8,0.8,0.4,1,1.4,0.9,0.5,0.1,0.7,0.9,6.9,NA,reevean01
306,Cody Martin,29,2TM,SF,53,8,22.1,2.6,6.1,0.418,0.8,2.8,0.285,1.8,3.3,0.534,0.485,0.8,1.2,0.705,1,3.2,4.2,2,1.1,0.6,1,1.8,6.8,NA,martico01
307,Bol Bol,25,PHO,PF,36,10,12.4,2.7,5.1,0.525,0.9,2.6,0.344,1.8,2.5,0.711,0.612,0.6,0.7,0.769,0.6,2.3,2.9,0.6,0.3,0.7,0.6,0.6,6.8,NA,bolbo01
308,Eric Gordon,36,PHI,SG,39,13,19.7,2.2,5.2,0.426,1.4,3.5,0.409,0.8,1.7,0.463,0.564,0.9,1.2,0.75,0.2,1,1.2,1.7,0.7,0.3,0.7,0.8,6.8,NA,gordoer01
309,Jaxson Hayes,24,LAL,C,56,35,19.5,2.9,4,0.722,0,0.1,0,2.9,3.9,0.732,0.722,1.1,1.8,0.622,1.4,3.4,4.8,1,0.6,0.9,0.8,2.4,6.8,NA,hayesja02
310,Marcus Bagley,23,PHI,SF,10,4,25.3,2.7,6.9,0.391,0.5,3.2,0.156,2.2,3.7,0.595,0.428,0.8,1,0.8,2.3,4.7,7,1,0.9,1.2,0.7,1.6,6.7,NA,baglema02
311,DaQuan Jeffries,27,CHO,SG,47,20,22.8,2.5,6.2,0.405,1.2,3.5,0.335,1.3,2.7,0.496,0.5,0.5,0.6,0.8,0.8,2.1,2.9,1.1,0.6,0.5,0.7,2.1,6.7,NA,jeffrda01
312,Lester Quiñones,24,2TM,SG,13,0,14.1,2.4,6,0.397,1,3.4,0.295,1.4,2.6,0.529,0.481,0.8,1,0.846,0.3,1.2,1.5,1.8,0.2,0.2,1.1,1.4,6.6,NA,quinole01
313,Vasilije Micić,31,2TM,PG,41,16,19.1,2.3,6.7,0.348,1.1,3,0.36,1.2,3.6,0.338,0.43,0.8,1,0.829,0.5,1.7,2.2,3.1,0.4,0,1.9,1.1,6.6,NA,micicva01
314,Precious Achiuwa,25,NYK,C,57,10,20.5,2.9,5.7,0.502,0.2,0.6,0.278,2.7,5.1,0.529,0.517,0.7,1.2,0.594,1.8,3.8,5.6,1,0.8,0.7,0.8,1.4,6.6,NA,achiupr01
315,Trayce Jackson-Davis,24,GSW,C,62,37,15.6,2.8,4.9,0.576,0,0,0,2.8,4.8,0.582,0.576,1,1.6,0.578,2,3,5,1.7,0.4,0.6,0.7,1.2,6.6,NA,jackstr02
316,Marcus Sasser,24,DET,PG,57,1,14.2,2.4,5.2,0.463,1,2.7,0.382,1.4,2.5,0.549,0.561,0.8,0.9,0.843,0.3,0.9,1.2,2.3,0.6,0.1,0.9,1.3,6.6,NA,sassema01
317,Vince Williams Jr.,24,MEM,SG,27,5,18.5,2.5,6.2,0.401,1,3.5,0.274,1.5,2.7,0.569,0.479,0.7,0.9,0.792,0.8,2.8,3.6,2,0.4,0.3,1.2,1.7,6.6,NA,willivi01
318,Thomas Bryant,27,2TM,C,66,8,14.6,2.5,4.9,0.508,0.7,2.2,0.324,1.7,2.6,0.665,0.583,0.8,1,0.859,1.3,2.5,3.8,0.8,0.4,0.6,0.5,1.2,6.5,NA,bryanth01
319,Donovan Clingan,20,POR,C,67,37,19.8,2.7,5,0.539,0.2,0.7,0.286,2.5,4.3,0.582,0.56,0.9,1.6,0.596,3.2,4.6,7.9,1.1,0.5,1.6,1.1,2.8,6.5,NA,clingdo01
320,Seth Curry,34,CHO,SG,68,14,15.6,2.4,5,0.478,1.2,2.7,0.456,1.2,2.4,0.503,0.599,0.5,0.6,0.846,0.4,1.3,1.7,0.9,0.4,0.1,0.5,0.9,6.5,NA,curryse01
321,Haywood Highsmith,28,MIA,SF,74,42,24.6,2.4,5.3,0.458,1.2,3.1,0.382,1.2,2.1,0.57,0.572,0.4,0.6,0.721,1,2.4,3.4,1.5,0.9,0.5,0.7,2.2,6.5,NA,highsha01
322,Talen Horton-Tucker,24,CHI,SG,58,0,12.5,2.3,5,0.457,0.7,2.1,0.336,1.6,2.9,0.544,0.527,1.2,1.7,0.735,0.3,1.4,1.7,1.4,0.4,0.2,0.7,1,6.5,NA,hortota01
323,Trey Lyles,29,SAC,PF,69,5,19.6,2.3,5.4,0.42,1.2,3.4,0.34,1.1,2,0.559,0.528,0.8,1.2,0.7,1.2,3.4,4.6,1.2,0.6,0.3,0.6,1.2,6.5,NA,lylestr01
324,Ajay Mitchell,22,OKC,SG,36,1,16.6,2.5,5.1,0.495,0.6,1.7,0.383,1.9,3.4,0.548,0.557,0.8,1,0.829,0.5,1.4,1.9,1.8,0.7,0.1,0.8,1.9,6.5,NA,mitchaj01
325,Gary Payton II,32,GSW,SG,62,11,15,2.8,4.8,0.574,0.5,1.5,0.326,2.3,3.3,0.69,0.626,0.4,0.6,0.711,0.9,2.1,3,1.3,0.8,0.3,0.6,1.7,6.5,NA,paytoga02
326,Zach Collins,27,2TM,PF,64,12,15.3,2.4,4.7,0.507,0.5,1.7,0.302,1.9,3.1,0.617,0.56,1.1,1.2,0.885,1.6,2.9,4.5,1.7,0.5,0.5,0.9,2.1,6.4,NA,colliza01
327,Kris Dunn,30,LAC,PG,74,58,24.1,2.6,5.9,0.439,1,3,0.335,1.6,2.9,0.549,0.525,0.2,0.3,0.682,0.7,2.7,3.4,2.8,1.7,0.4,1,2.7,6.4,NA,dunnkr01
328,Ron Holland,19,DET,SF,81,2,15.6,2.4,5.1,0.474,0.4,1.9,0.238,2,3.3,0.608,0.517,1.1,1.5,0.754,0.5,2.2,2.7,1,0.6,0.2,0.9,1.7,6.4,NA,hollaro01
329,KJ Martin,24,2TM,PF,43,16,21.2,2.6,4.7,0.552,0.3,1.3,0.259,2.2,3.3,0.671,0.59,0.9,1.1,0.787,0.7,2.2,2.9,1.1,0.4,0.5,0.6,2.3,6.4,NA,martike04
330,Gabe Vincent,28,LAL,PG,72,11,21.2,2.3,5.8,0.4,1.5,4.3,0.353,0.8,1.5,0.532,0.53,0.2,0.3,0.714,0.3,1,1.3,1.4,0.7,0.2,0.6,2.1,6.4,NA,vincega01
331,Sandro Mamukelashvili,25,SAS,PF,61,0,11.2,2.3,4.6,0.502,1,2.6,0.373,1.3,2,0.675,0.609,0.7,1,0.741,1,2,3.1,0.8,0.4,0.3,0.4,1,6.3,NA,mamuksa01
332,Jeremiah Robinson-Earl,24,NOP,PF,66,9,18.8,2.4,5.3,0.455,0.8,2.5,0.341,1.5,2.8,0.557,0.536,0.7,0.8,0.836,1.7,3.1,4.8,1.3,0.6,0.1,0.8,1.2,6.3,NA,robinje02
333,Kenrich Williams,30,OKC,PF,69,7,16.4,2.5,5.1,0.483,1,2.5,0.386,1.5,2.7,0.574,0.576,0.4,0.6,0.718,0.9,2.6,3.5,1.4,0.6,0.1,0.6,1.6,6.3,NA,willike04
334,Bones Hyland,24,2TM,PG,24,0,10,2,4.9,0.398,1.3,3.4,0.39,0.6,1.5,0.417,0.534,1,1.1,0.885,0.2,0.8,1,1.3,0.8,0.2,1,1.2,6.2,NA,hylanbo01
335,Jonathan Mogbo,23,TOR,PF,63,18,20.4,2.5,5.7,0.438,0.3,1.1,0.243,2.2,4.5,0.486,0.462,1,1.3,0.732,1.7,3.2,4.9,2.3,0.9,0.5,1.1,2.2,6.2,NA,mogbojo01
336,Ryan Rollins,22,MIL,PG,56,19,14.6,2.4,4.8,0.487,0.9,2.1,0.408,1.5,2.7,0.55,0.577,0.6,0.8,0.8,0.4,1.6,1.9,1.9,0.8,0.3,0.9,1.6,6.2,NA,rolliry01
337,Dru Smith,27,MIA,SG,14,1,19.1,2.2,4.4,0.508,1.1,2.1,0.533,1.1,2.2,0.484,0.639,0.6,0.9,0.75,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2,NA,smithdr01
338,Isaac Okoro,24,CLE,SG,55,22,19.1,2.3,4.9,0.464,1,2.7,0.371,1.2,2.1,0.586,0.569,0.6,0.8,0.717,0.9,1.5,2.4,1.2,0.6,0.3,0.4,1.9,6.1,NA,okorois01
339,Jarace Walker,21,IND,PF,75,5,15.8,2.3,4.8,0.472,1,2.5,0.405,1.3,2.3,0.543,0.576,0.6,0.9,0.667,0.3,2.7,3.1,1.5,0.7,0.3,1,1.5,6.1,NA,walkeja02
341,Mouhamed Gueye,22,ATL,PF,33,28,16.2,2.2,5.2,0.421,0.6,2.5,0.259,1.5,2.7,0.567,0.482,1,1.3,0.762,1.3,2.9,4.2,0.8,0.8,1,0.5,1.7,6,NA,gueyemo02
342,Luke Kornet,29,BOS,C,73,16,18.6,2.6,3.8,0.668,0,0,0,2.6,3.8,0.675,0.668,0.9,1.3,0.691,2.6,2.7,5.3,1.6,0.5,1,0.4,1.6,6,NA,kornelu01
343,Isaiah Mobley,25,PHI,PF,1,0,17,2,7,0.286,1,3,0.333,1,4,0.25,0.357,1,2,0.5,1,3,4,5,1,1,0,3,6,NA,mobleis01
344,Isaiah Stewart,23,DET,C,72,4,19.9,2.4,4.4,0.559,0.2,0.7,0.321,2.2,3.6,0.607,0.586,0.9,1.2,0.759,1.8,3.7,5.5,1.7,0.4,1.4,0.9,2.5,6,NA,stewais01
345,James Wiseman,23,IND,C,1,0,5,2,4,0.5,0,1,0,2,3,0.667,0.5,2,2,1,0,1,1,0,0,0,0,0,6,NA,wisemja01
346,Isaiah Wong,24,CHO,SG,20,0,13.3,2.1,5.3,0.39,0.7,1.7,0.394,1.4,3.6,0.389,0.452,1.3,1.7,0.735,0.7,0.9,1.6,1.4,0.6,0,0.9,1.1,6,NA,wongis01
347,Cole Swider,25,2TM,SF,10,0,16.9,2.2,6.3,0.349,1.5,4.7,0.319,0.7,1.6,0.438,0.468,0,0.1,0,0.5,2.2,2.7,0.3,0.4,0.2,0.4,1.2,5.9,NA,swideco01
348,Chuma Okeke,26,2TM,PF,9,3,21.8,2.2,4.4,0.5,1.2,3.1,0.393,1,1.3,0.75,0.638,0.2,0.3,0.667,2.3,2.9,5.2,1.7,0.6,0.4,0.3,0.6,5.9,NA,okekech01
349,Kyle Anderson,31,2TM,PF,61,4,16.4,2.3,5,0.469,0.4,1.1,0.357,1.9,3.8,0.502,0.51,0.8,1.1,0.738,0.9,2.5,3.4,2.4,0.7,0.5,0.6,1.3,5.9,NA,anderky01
350,Simone Fontecchio,29,DET,SF,75,0,16.5,2,5,0.402,1,3,0.335,1,1.9,0.507,0.504,0.9,1.1,0.833,0.7,2.2,2.9,0.9,0.4,0.2,0.7,1.3,5.9,NA,fontesi01
351,Collin Gillespie,25,PHO,PG,33,9,14,2.1,4.8,0.43,1.2,2.7,0.433,0.9,2.1,0.426,0.554,0.6,0.7,0.864,0.7,1.7,2.4,2.4,0.6,0.2,0.5,0.9,5.9,NA,gilleco01
352,Tidjane Salaün,19,CHO,PF,60,10,20.7,1.9,5.8,0.33,1,3.4,0.283,0.9,2.3,0.4,0.414,1.1,1.6,0.713,1.2,3.5,4.7,1.2,0.5,0.2,1,1.4,5.9,NA,salauti01
353,Jaylin Williams,22,OKC,PF,47,9,16.7,2.1,4.7,0.439,1.3,3.3,0.399,0.8,1.4,0.529,0.577,0.5,0.6,0.767,1,4.6,5.6,2.6,0.5,0.6,0.7,1.7,5.9,NA,willija07
355,Adem Bona,21,PHI,C,58,11,15.6,2.3,3.3,0.703,0,0,0,2.3,3.3,0.707,0.703,1.2,1.7,0.67,1.6,2.6,4.2,0.5,0.4,1.2,1.1,2.2,5.8,NA,bonaad01
356,Quenton Jackson,26,IND,PG,28,7,13.6,2.1,4.4,0.475,0.5,1.4,0.375,1.5,2.9,0.524,0.537,1.1,1.4,0.775,0.5,1.1,1.6,1.9,0.8,0.2,0.6,1.5,5.8,NA,jacksqu01
357,Robert Williams,27,POR,C,20,3,17.6,2.5,3.9,0.641,0.1,0.2,0.333,2.5,3.8,0.653,0.647,0.8,0.9,0.882,1.8,4.2,5.9,1.1,0.7,1.7,0.9,1.6,5.8,NA,williro04
358,Moussa Diabaté,23,CHO,C,71,8,17.5,2.4,3.9,0.596,0,0.1,0,2.4,3.9,0.609,0.596,1,1.6,0.595,2.6,3.5,6.2,0.8,0.6,0.6,0.9,1.5,5.7,NA,diabamo01
359,Dariq Whitehead,20,BRK,SF,20,0,12.3,2,4.8,0.406,1.7,3.7,0.446,0.3,1.1,0.273,0.578,0.2,0.3,0.6,0.2,1.3,1.5,0.6,0.3,0.1,0.8,1.1,5.7,NA,whiteda01
360,Landry Shamet,27,NYK,SG,50,0,15.2,2.1,4.6,0.461,1.2,3.1,0.397,0.9,1.5,0.595,0.596,0.2,0.4,0.667,0.2,1,1.2,0.5,0.5,0,0.4,1,5.7,NA,shamela01
361,Jordan Goodwin,26,LAL,PG,29,5,18.7,2.2,5,0.438,0.9,2.3,0.382,1.3,2.6,0.487,0.528,0.3,0.4,0.818,1.3,2.6,3.9,1.4,1,0.4,0.9,1.5,5.6,NA,goodwjo01
362,Shake Milton,28,2TM,SG,57,2,14.7,2,4.5,0.453,0.7,1.9,0.358,1.4,2.6,0.52,0.528,0.8,1,0.797,0.5,1.3,1.8,1.8,0.4,0.1,0.7,1.2,5.5,NA,miltosh01
363,Aaron Holiday,28,HOU,PG,62,3,12.8,1.9,4.3,0.437,1.2,2.9,0.398,0.7,1.4,0.517,0.571,0.5,0.7,0.829,0.2,1,1.3,1.3,0.3,0.2,0.6,1,5.5,NA,holidaa01
364,Jeff Green,38,HOU,PF,32,3,12.4,1.9,3.8,0.504,0.9,2.5,0.367,1,1.3,0.762,0.624,0.7,0.8,0.808,0.3,1.5,1.8,0.6,0.2,0.1,0.3,1,5.4,NA,greenje02
